id	bet_amount	bet_id	brand	channel_type	game_id	game_name	game_provider	game_status_id	game_type	jackpot_contribution	jackpot_details	jackpot_payout	jackpot_type	kiosk_terminal	machine_id	outlet_id	payout_amount	platform_code	platform_name	player_id	prematch_live	refund_amount	round_id	seed_contri_amount	settlement_time	site	sport	status	ticket_status	time_of_bet	createdAt	updatedAt	timestamp	transaction_id
112	1.80	fc_455fa1e445d4d684a63f38ca92e8b0448d7a	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	36dcf7ff-2009-1c95-2bad-a064bc56f5ca	live	0.00	399f98a704b1	NULL	2025-04-02 00:00:04	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	fc_67ec0d841c1ed10d6ba6b7c6
113	0.88	fc_61366ea86a72b3a7737af70c04003e08e070	FC	ONLINE	22057	FORTUNE GODDESS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	615d605d-f44f-1d84-3195-9929ca0b37ce	live	0.00	ee6ff8607967	NULL	2025-04-02 00:00:04	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	fc_67ec0d84fcf48005bd6968ff
114	5.00	jdb_64b959dc0415d921acb9f76e324304773e49	JDB	ONLINE	14091	Piggy Bank	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	10538b9e-43c1-3d54-78ad-04c54dd7f1e0	live	0.00	3889ec62b7d9	NULL	2025-04-02 00:00:04	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	jdb_7496909365058
115	2.00	jdb_64fca801abd38b17885cb14d5467afa17641	JDB	ONLINE	14093	Magic Ace WILD LOCK	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	0c24118c-341d-c63b-65ab-e1bf2b0d4884	live	0.00	5e783d767944	NULL	2025-04-02 00:00:04	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	jdb_7496909362821
116	6.00	fc_894c5069675f804fc9b418a1d0dc9065eb90	FC	ONLINE	22029	COWBOYS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	10.00	7	egames	1c367e05-b6db-99a8-3b4e-e10e831b8e7d	live	0.00	c3c4c5633ce0	NULL	2025-04-02 00:00:04	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	fc_67ec0d84fcf48005bd6968cb
117	1.80	fc_d5c812014f56093b9086c3fe960a68594b12	FC	ONLINE	22022	FORTUNE KOI	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	26f4b416-bbd6-4824-507d-a749b161e4ba	live	0.00	0605b7514560	NULL	2025-04-02 00:00:04	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	fc_67ec0d841c1ed10d6ba6b76a
118	10.00	fc_dc2b516875c72067bd2ab91bc58991dd8445	FC	ONLINE	22049	ZEUS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	33.60	7	egames	b4bb54f3-2da0-585e-07a9-e5802bfe0dc1	live	0.00	63fdacb642a9	NULL	2025-04-02 00:00:04	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	fc_67ec0d84b1017b78e68a4e87
119	0.88	fc_e61fc7136bbcdd6280b0e377d365efc8b741	FC	ONLINE	22040	LUCKY FORTUNES	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	581bdc83-ca54-81b1-d2ea-08fbd083a4c5	live	0.00	029fadf336a3	NULL	2025-04-02 00:00:04	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	fc_67ec0d847210f40f50c3d673
120	1.00	jdb_e6ce94163e9a2c96e04a7cb1f55abb9f8346	JDB	ONLINE	14094	Bull Treasure	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	5.00	3	egames	c6669a48-5203-3876-9fb6-7a4b0a69a160	live	0.00	7e1f7d25c10a	NULL	2025-04-02 00:00:04	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	jdb_7496909360965
121	1.20	fc_00cd36d93456a2ae11ff4b953425ff5efd91	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.12	7	egames	b7352014-cab9-cb45-39df-df6c925cae7b	live	0.00	19dcdb8e930f	NULL	2025-04-02 00:00:05	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:05	NULL	NULL	2025-04-01 18:30:05	fc_67ec0d8504168940d99f4e00
122	4.00	jdb_02142cd18b78718bafe3ba95aa90a9b3a7b4	JDB	ONLINE	14093	Magic Ace WILD LOCK	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	3.60	3	egames	ede9bb04-a8ab-867c-085e-9d2f0c48a0ed	live	0.00	fd6fdd5cae10	NULL	2025-04-02 00:00:05	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:05	NULL	NULL	2025-04-01 18:30:05	jdb_7496909369244
123	13.20	fc_4322ec2be753d49b069e7516c05e68a76f8f	FC	ONLINE	22040	LUCKY FORTUNES	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	3442f56b-a4df-a638-b2b4-b3bc9c5c05a9	live	0.00	c67acdeecf26	NULL	2025-04-02 00:00:05	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:05	NULL	NULL	2025-04-01 18:30:05	fc_67ec0d85d879f045f5cfc312
124	2.00	fc_742b4f812baf1a45752e11b8e6f76cda5eab	FC	ONLINE	22047	GOLDEN GENIE	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.80	7	egames	487ce7bd-d217-66cd-71d2-2f6f136ee4e0	live	0.00	7a3123442ca7	NULL	2025-04-02 00:00:05	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:05	NULL	NULL	2025-04-01 18:30:05	fc_67ec0d858e43255abf5a5953
125	2.20	fc_a4227311e766554f1ad38e5e7fbb3585c50e	FC	ONLINE	22040	LUCKY FORTUNES	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	fc26e3d7-f01c-7379-4b09-ee3a7edbf31b	live	0.00	0b9a1f619e2f	NULL	2025-04-02 00:00:05	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:05	NULL	NULL	2025-04-01 18:30:05	fc_67ec0d85a2fe9b66a18e3690
126	1.20	fc_a84f3c73004eb6b33aa886f98c11f491a38a	FC	ONLINE	22053	LEGEND OF INCA	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	b7e4add6-11d6-4636-9a19-3cb98eb398dc	live	0.00	cd4a1602d6ee	NULL	2025-04-02 00:00:05	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:05	NULL	NULL	2025-04-01 18:30:05	fc_67ec0d853b548e71724e373d
127	1.00	jdb_b16b014c1f63ba87aa7bcaca023a2e5b9bce	JDB	ONLINE	14042	TreasureBowl	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	89e33fa8-069d-7a37-a835-45e000503db9	live	0.00	4877c24f4641	NULL	2025-04-02 00:00:05	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:05	NULL	NULL	2025-04-01 18:30:05	jdb_7496909367396
128	3.00	fc_e010cc2afc8e5def434ebce7ad148a34da83	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	32.00	7	egames	a11c198d-ad98-0284-9dac-d11714a57fa4	live	0.00	a88a4d82c25a	NULL	2025-04-02 00:00:05	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:05	NULL	NULL	2025-04-01 18:30:05	fc_67ec0d85bdab5525aabc9481
129	1.80	fc_edf0126265d04745c9a3e8e45d37bb57fb4b	FC	ONLINE	22056	EGYPT BONANZA	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	e26b9b56-df08-3d80-4817-0a3106946607	live	0.00	551d144f3227	NULL	2025-04-02 00:00:05	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:05	NULL	NULL	2025-04-01 18:30:05	fc_67ec0d857b39a33d519c517d
130	1.80	fc_f341a8230a8393bc5e0e4c79f4d41a4bbac1	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	ee7986fc-1ea0-1a48-a065-1fbb29b41af6	live	0.00	adf9a2b35e04	NULL	2025-04-02 00:00:05	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:05	NULL	NULL	2025-04-01 18:30:05	fc_67ec0d85b7b95b29703a61f2
131	1.20	fc_f5d8dea219480a8c80fad6d49a1cbfffbc45	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	d3ceee44-919e-a45b-245d-6994ab16f65c	live	0.00	14274e2d9190	NULL	2025-04-02 00:00:05	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:05	NULL	NULL	2025-04-01 18:30:05	fc_67ec0d8574a55b4ef582c8f7
132	1.00	fc_04e686cbc5afe10582897b3d4b47cdcdd40a	FC	ONLINE	22055	SUPER ELEMENTS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	6103a986-ab2d-8c27-f02a-16fa1ff2abfc	live	0.00	745728f66415	NULL	2025-04-02 00:00:06	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:06	NULL	NULL	2025-04-01 18:30:06	fc_67ec0d8621a6345594fa29d8
133	4.40	fc_1c64e0f5d38001990af8add9e0b27d8a9d0f	FC	ONLINE	22040	LUCKY FORTUNES	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	340375ba-7238-3179-fb60-65bc7ca39809	live	0.00	080961911a1e	NULL	2025-04-02 00:00:06	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:06	NULL	NULL	2025-04-01 18:30:06	fc_67ec0d8693e1303c0a79568a
134	4.00	jdb_1dd8daa46be78c575a5a28cf336936c67918	JDB	ONLINE	14098	Fruity Bonanza Combo	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	1e6cd41b-5c7c-b607-e369-846f35a506fd	live	0.00	2a22831eb296	NULL	2025-04-02 00:00:06	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:06	NULL	NULL	2025-04-01 18:30:06	jdb_7496909373173
135	1.80	fc_36ee3df88118246eb7892d707b4e4fb5dacf	FC	ONLINE	22022	FORTUNE KOI	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	26f4b416-bbd6-4824-507d-a749b161e4ba	live	0.00	79c03467ebc4	NULL	2025-04-02 00:00:06	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:06	NULL	NULL	2025-04-01 18:30:06	fc_67ec0d861c1ed10d6ba6b9eb
136	1.80	fc_3dac5a839e9266b390070460829691a06b90	FC	ONLINE	22022	FORTUNE KOI	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	937b8877-6a41-2606-4093-49978d2645bd	live	0.00	bbeb36a4c3d0	NULL	2025-04-02 00:00:06	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:06	NULL	NULL	2025-04-01 18:30:06	fc_67ec0d86fcf48005bd696a27
137	2.40	fc_5b9b240c61e4b504714fe5b43543a95e5427	FC	ONLINE	22020	CHINESE NEW YEAR	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	aa72df6a-b3e2-399c-1e3f-66826cc26a69	live	0.00	dba6a27ef1c8	NULL	2025-04-02 00:00:06	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:06	NULL	NULL	2025-04-01 18:30:06	fc_67ec0d8636c587345dde997e
138	6.00	fc_6f9555e8409ff3e0dbf5c3c3f41155a9388d	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	2.40	7	egames	0c8936f4-f7a7-710e-0ab5-de9b5938cff1	live	0.00	357b119aaced	NULL	2025-04-02 00:00:06	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:06	NULL	NULL	2025-04-01 18:30:06	fc_67ec0d86b7b95b29703a630b
139	3.00	fc_882baa25363163c410d80b33f3ded66260bd	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	226eb919-e665-19f2-ca93-81ab3868d1fd	live	0.00	830b0fa4fd6c	NULL	2025-04-02 00:00:06	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:06	NULL	NULL	2025-04-01 18:30:06	fc_67ec0d867b39a33d519c530e
140	1.20	fc_9048a4068b780f71b9b36e0581dc03cd99b8	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	e16ade7d-485d-683d-c735-2586b3d77bea	live	0.00	cd6b98e4289d	NULL	2025-04-02 00:00:06	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:06	NULL	NULL	2025-04-01 18:30:06	fc_67ec0d8693e1303c0a7956a5
141	0.50	jdb_bcefd45e0dc69ae9f49549d3ab398747127f	JDB	ONLINE	14042	TreasureBowl	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	9da3c461-6888-c60e-46cb-d1f874a68041	live	0.00	96500f464180	NULL	2025-04-02 00:00:06	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:06	NULL	NULL	2025-04-01 18:30:06	jdb_7496909374297
142	3.00	jdb_c0b24102abdc27d979d69bf0c33d09a60501	JDB	ONLINE	14055	Kong	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	9c3dd129-73da-2d77-c825-023bfcbce24c	live	0.00	17372d0761b8	NULL	2025-04-02 00:00:06	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:06	NULL	NULL	2025-04-01 18:30:06	jdb_7496909371613
143	2.40	fc_c21e39101857275ed78d4d3c8f52e751bba4	FC	ONLINE	22020	CHINESE NEW YEAR	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	bf702a1b-4623-4ddd-8242-442aa5daa10e	live	0.00	024f762a0a9b	NULL	2025-04-02 00:00:06	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:06	NULL	NULL	2025-04-01 18:30:06	fc_67ec0d86bdab5525aabc949b
144	1.00	fc_e3c74dad83d06caa7af391a316ff801a5087	FC	ONLINE	22018	NIGHT MARKET	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.80	7	egames	b9546b83-5c59-0dbf-c486-3d0a4f7d20a4	live	0.00	b43c47859805	NULL	2025-04-02 00:00:06	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:06	NULL	NULL	2025-04-01 18:30:06	fc_67ec0d8621a6345594fa2995
145	2.00	jdb_1eeab9c311022af469a3434da7ac5330d189	JDB	ONLINE	14093	Magic Ace WILD LOCK	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	aee87e2c-6f4d-192f-3de2-a67df08519ed	live	0.00	a6c85289bcd7	NULL	2025-04-02 00:00:07	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:07	NULL	NULL	2025-04-01 18:30:07	jdb_7496909378274
146	1.80	fc_24eae98627a1fb1ab06d87b778a72cfc1a86	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	52c342e2-bb54-5cc9-9a13-ca6d824ffc06	live	0.00	ac74d26e6db1	NULL	2025-04-02 00:00:07	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:07	NULL	NULL	2025-04-01 18:30:07	fc_67ec0d87a8ec0d3d90a68f8b
147	0.75	fc_61aac6419d507edbc7c22e6f4fab81724492	FC	ONLINE	22042	TREASURE RAIDERS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	0853df73-c856-b9cb-742b-dc7875a2c474	live	0.00	67a26f2adb02	NULL	2025-04-02 00:00:07	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:07	NULL	NULL	2025-04-01 18:30:07	fc_67ec0d87d879f045f5cfc54f
148	5.00	jdb_6fec25d2ace3e1e1af1aab93a107f31d49fd	JDB	ONLINE	14091	Piggy Bank	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	5.00	3	egames	a3718a3d-a1d9-606e-3b75-504755c97d73	live	0.00	354544d63d91	NULL	2025-04-02 00:00:07	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:07	NULL	NULL	2025-04-01 18:30:07	jdb_7496909380192
149	2.40	fc_840a249797969f573bdd420d33d9846962f0	FC	ONLINE	22020	CHINESE NEW YEAR	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.96	7	egames	aa567100-b84a-5997-5ab1-a87f15e50c1a	live	0.00	4d9e7f9d0be6	NULL	2025-04-02 00:00:07	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:07	NULL	NULL	2025-04-01 18:30:07	fc_67ec0d877b39a33d519c53e2
150	3.60	fc_ae941a6403b34d1000626db68898af18442d	FC	ONLINE	22034	GOLD RUSH	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	6ce46872-9a77-34d8-6870-63bb69dc9ea9	live	0.00	3f2a828a538f	NULL	2025-04-02 00:00:07	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:07	NULL	NULL	2025-04-01 18:30:07	fc_67ec0d877210f40f50c3d92d
151	1.20	fc_b8b0a729b7bc8f5933099c9a6d215d90cbd0	FC	ONLINE	22056	EGYPT BONANZA	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	4.02	7	egames	e1edd18b-f72e-9b94-cabd-492a2bca6f4c	live	0.00	3ad8ab2917d4	NULL	2025-04-02 00:00:07	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:07	NULL	NULL	2025-04-01 18:30:07	fc_67ec0d873b548e71724e38e0
152	1.00	fc_d61c7dbd4925d4b2647c5411f1256e55bca5	FC	ONLINE	22055	SUPER ELEMENTS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	56b6d44b-cfdb-5add-dbca-56c99f8d508f	live	0.00	45a9899dee0b	NULL	2025-04-02 00:00:07	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:07	NULL	NULL	2025-04-01 18:30:07	fc_67ec0d8704168940d99f50a9
153	1.20	fc_dc035880b055c01ddda993dd6b582d410839	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	f949758c-7cd8-5da7-1897-e6c4333ec241	live	0.00	9cc459830486	NULL	2025-04-02 00:00:07	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:07	NULL	NULL	2025-04-01 18:30:07	fc_67ec0d877b39a33d519c536e
154	3.00	fc_eacfaa983db8d9ae7bd9f65dcc558261e906	FC	ONLINE	22032	MAGIC BEANS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	6f508246-ace7-cdde-d0ab-6c40fd813ae7	live	0.00	fb756c50ac8a	NULL	2025-04-02 00:00:07	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:07	NULL	NULL	2025-04-01 18:30:07	fc_67ec0d87e8c3691c7051211c
155	3.00	jdb_f4a757e868cf1eb137aa0e069004d708f949	JDB	ONLINE	14093	Magic Ace WILD LOCK	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	7.60	3	egames	d7737ba4-5c14-3425-cbfb-5b110c3ac337	live	0.00	9cdb08fc6300	NULL	2025-04-02 00:00:07	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:07	NULL	NULL	2025-04-01 18:30:07	jdb_7496909376518
156	8.80	fc_fcc34822f65378820f101a33787e1be26367	FC	ONLINE	22057	FORTUNE GODDESS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	aacb8cc0-1dc6-fc37-eb4e-a837ecf0104e	live	0.00	a62feeedb316	NULL	2025-04-02 00:00:07	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:07	NULL	NULL	2025-04-01 18:30:07	fc_67ec0d8736c587345dde99f5
157	3.00	fc_01e9695659706fc530444dd0f0d1adc9949d	FC	ONLINE	22054	NIGHT MARKET 2	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	b6476427-2ff5-f835-8976-fdc8f44ac44f	live	0.00	698d0c7e41ca	NULL	2025-04-02 00:00:08	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:08	NULL	NULL	2025-04-01 18:30:08	fc_67ec0d8874a55b4ef582cb42
158	10.00	fc_32bd2968fb2c727b8f3630f9b28af4dcd427	FC	ONLINE	22042	TREASURE RAIDERS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	a719607f-4674-38d5-b6cf-422a332ce81d	live	0.00	8f9713e5ac5e	NULL	2025-04-02 00:00:08	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:08	NULL	NULL	2025-04-01 18:30:08	fc_67ec0d88a2fe9b66a18e3a44
159	6.00	fc_68c7cf099b6764cfb0d8ede3dd59cdd8ba2b	FC	ONLINE	22020	CHINESE NEW YEAR	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	e44650a9-923e-f51f-6e2f-6fbaa67fc2a2	live	0.00	11a4b02c5c4e	NULL	2025-04-02 00:00:08	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:08	NULL	NULL	2025-04-01 18:30:08	fc_67ec0d88b1017b78e68a5340
160	2.00	fc_9376c2ca18f90e5b4973485f512f131dda05	FC	ONLINE	22049	ZEUS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.56	7	egames	49a8368c-ebed-7a15-8cf7-49759a55b403	live	0.00	67a25865924b	NULL	2025-04-02 00:00:08	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:08	NULL	NULL	2025-04-01 18:30:08	fc_67ec0d88a8ec0d3d90a690e5
161	4.00	fc_beaa2e770d2dcd9ed27d8c388f5c0c692978	FC	ONLINE	22036	RICH ?AN	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	f756dae3-dca4-dafe-da64-051ccc2ac931	live	0.00	671e1d997fb9	NULL	2025-04-02 00:00:08	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:08	NULL	NULL	2025-04-01 18:30:08	fc_67ec0d88d879f045f5cfc65d
162	1.20	fc_c99da20b7f3d5437a0b6392efac7afb8e990	FC	ONLINE	22053	LEGEND OF INCA	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	c27ff8b2-fc22-652f-8806-dc66c6304bb5	live	0.00	d0bffaabf6f3	NULL	2025-04-02 00:00:08	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:08	NULL	NULL	2025-04-01 18:30:08	fc_67ec0d8821a6345594fa2c07
163	3.00	fc_c9d9afd410cbf081c27d1388b5d4743ade0d	FC	ONLINE	22042	TREASURE RAIDERS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	ec3a160b-6840-88a9-6ffe-bd3a20ae4ea7	live	0.00	e64aff9732eb	NULL	2025-04-02 00:00:08	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:08	NULL	NULL	2025-04-01 18:30:08	fc_67ec0d88a2fe9b66a18e3a0b
164	1.20	fc_d710602cc5be8aab3ad5878fc7ac18096dc7	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	7f03a264-968f-c0dc-ae65-58a27bceaf3b	live	0.00	ccabab4da4ce	NULL	2025-04-02 00:00:08	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:08	NULL	NULL	2025-04-01 18:30:08	fc_67ec0d883b548e71724e39e7
165	1.00	jdb_d7c88f4e9ed5fe07a4a5dc5e87181c89c52f	JDB	ONLINE	14091	Piggy Bank	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	b19df2f5-be04-75a6-f8b6-7d90d4a652ab	live	0.00	144347e340d6	NULL	2025-04-02 00:00:08	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:08	NULL	NULL	2025-04-01 18:30:08	jdb_7496909385758
